BraTS21ID,Model,Channels,Tumor regions,Dice score,HD95
BraTS2021_01379,MEncodnnUnet,4 channels,TC,0.8279892206192017,7.214552917845618
BraTS2021_01385,MEncodnnUnet,4 channels,TC,0.99015873670578,1.0
BraTS2021_00519,MEncodnnUnet,4 channels,TC,0.9676535129547119,1.7320508075688772
BraTS2021_01072,MEncodnnUnet,4 channels,TC,0.9695560932159424,1.7320508075688772
BraTS2021_00185,MEncodnnUnet,4 channels,TC,0.9348421096801758,3.3166247903554
BraTS2021_01492,MEncodnnUnet,4 channels,TC,0.9161935448646545,4.123105625617661
BraTS2021_01628,MEncodnnUnet,4 channels,TC,0.49417248368263245,4.47213595499958
BraTS2021_00184,MEncodnnUnet,4 channels,TC,0.9697883129119873,4.242640687119285
BraTS2021_00359,MEncodnnUnet,4 channels,TC,0.9873637557029724,1.0
BraTS2021_00116,MEncodnnUnet,4 channels,TC,0.8373162150382996,5.830951894845301
BraTS2021_00468,MEncodnnUnet,4 channels,TC,0.9129230380058289,4.358898943540674
BraTS2021_01459,MEncodnnUnet,4 channels,TC,0.9251247644424438,1.4142135623730951
BraTS2021_01486,MEncodnnUnet,4 channels,TC,0.5820715427398682,16.551433671477415
BraTS2021_00687,MEncodnnUnet,4 channels,TC,0.9558146595954895,2.23606797749979
BraTS2021_01302,MEncodnnUnet,4 channels,TC,0.9379109144210815,3.1622776601683795
BraTS2021_00999,MEncodnnUnet,4 channels,TC,0.8624127507209778,9.055385138137417
BraTS2021_00241,MEncodnnUnet,4 channels,TC,0.9661543369293213,1.0
BraTS2021_01067,MEncodnnUnet,4 channels,TC,0.9593563675880432,1.0
BraTS2021_01362,MEncodnnUnet,4 channels,TC,0.97309410572052,2.0
BraTS2021_00085,MEncodnnUnet,4 channels,TC,0.3638370931148529,11.224972160321824
BraTS2021_01180,MEncodnnUnet,4 channels,TC,0.9216546416282654,3.605551275463989
BraTS2021_01312,MEncodnnUnet,4 channels,TC,0.986828088760376,1.0
BraTS2021_00511,MEncodnnUnet,4 channels,TC,0.9854527115821838,1.0
BraTS2021_00834,MEncodnnUnet,4 channels,TC,0.962843656539917,1.0
BraTS2021_01045,MEncodnnUnet,4 channels,TC,0.9669918417930603,1.4142135623730951
