"template","docked","uniprot_id","rmsd","template_HeavyAtomCount","template_NHOHCount","template_NOCount","template_RingCount","template_NumHAcceptors","template_NumHDonors","template_NumHeteroAtoms","template_NumRotatableBonds","docked_HeavyAtomCount","docked_NHOHCount","docked_NOCount","docked_RingCount","docked_NumHAcceptors","docked_NumHDonors","docked_NumHeteroAtoms","docked_NumRotatableBonds","mcs_HeavyAtomCount","mcs_NOCount","mcs_RingCount","mcs_NumHeteroAtoms","mcs_template_NHOHCount","mcs_docked_NHOHCount","mcs_template_NumHAcceptors","mcs_docked_NumHAcceptors","mcs_template_NumHDonors","mcs_docked_NumHDonors","mcs_template_NumRotatableBonds","mcs_docked_NumRotatableBonds","ec_tanimoto_similarity","fc_tanimoto_similarity"
"2JH5_895","1ZRB_062","P00734",6.813,28,1,8,3,6,1,11,7,35,4,8,5,5,3,9,6,13,4,0,4,0,1,2,2,0,1,3,5,0.103960396039604,0.173684210526316
"2JH5_895","3QWC_98P","P00734",5.856,28,1,8,3,6,1,11,7,28,3,6,3,3,2,7,7,14,5,0,5,1,2,2,3,1,2,4,5,0.13953488372093,0.202453987730061
"2JH5_895","1MUE_CDD","P00734",8.229,28,1,8,3,6,1,11,7,32,2,8,3,6,2,12,8,13,3,0,3,0,1,1,3,0,1,3,6,0.0833333333333333,0.118279569892473
"2JH5_895","4YES_45S","P00734",3.128,28,1,8,3,6,1,11,7,26,4,6,3,3,3,7,6,14,5,0,5,1,2,2,2,1,2,4,5,0.133333333333333,0.191082802547771
"2JH5_895","1TA2_176","P00734",6.158,28,1,8,3,6,1,11,7,34,3,5,4,3,2,7,8,14,5,0,5,1,2,2,3,1,2,4,5,0.117948717948718,0.172043010752688
"2JH5_895","1WAY_L02","P00734",1.149,28,1,8,3,6,1,11,7,18,2,3,3,2,2,4,2,7,1,0,1,0,1,0,1,0,1,1,1,0.102040816326531,0.10958904109589
"2JH5_895","4LXB_7R9","P00734",7.116,28,1,8,3,6,1,11,7,42,2,11,4,8,2,16,12,16,6,0,7,1,1,3,4,1,1,6,6,0.208121827411168,0.300546448087432
"2JH5_895","1KTT_C02","P00734",5.907,28,1,8,3,6,1,11,7,30,4,7,4,5,3,8,6,12,4,0,5,1,1,2,3,1,1,4,4,0.0864864864864865,0.0923913043478261
"2JH5_895","1KTS_C24","P00734",7.462,28,1,8,3,6,1,11,7,37,4,10,4,8,3,10,12,11,2,0,2,0,1,0,2,0,1,3,3,0.0660377358490566,0.153061224489796
"2JH5_895","3DUX_64U","P00734",2.59,28,1,8,3,6,1,11,7,27,3,5,3,3,2,6,7,14,5,0,5,1,2,2,3,1,2,4,7,0.148809523809524,0.261437908496732
"2JH5_895","1W7G_MIU","P00734",5.845,28,1,8,3,6,1,11,7,34,7,10,2,6,4,14,13,18,6,0,7,1,1,3,4,1,1,6,9,0.154696132596685,0.266666666666667
"2JH5_895","3F68_91U","P00734",7.219,28,1,8,3,6,1,11,7,30,2,6,3,3,2,7,8,14,5,0,5,1,2,2,2,1,2,4,6,0.154285714285714,0.303225806451613
"2JH5_895","2ZC9_22U","P00734",4.199,28,1,8,3,6,1,11,7,27,3,5,3,3,2,6,7,14,5,0,5,1,2,2,3,1,2,4,7,0.135294117647059,0.198757763975155
"2JH5_895","2JH0_701","P00734",0.66,28,1,8,3,6,1,11,7,29,1,8,3,6,1,11,7,28,8,3,11,1,1,6,6,1,1,7,7,0.68695652173913,0.813084112149533
"2JH5_895","2C8W_C7M","P00734",6.471,28,1,8,3,6,1,11,7,37,6,10,4,8,5,12,12,8,3,0,4,1,1,2,2,1,1,3,5,0.0861244019138756,0.123762376237624
"2JH5_895","1TA6_177","P00734",7.175,28,1,8,3,6,1,11,7,33,4,8,3,5,3,9,10,14,5,0,5,1,2,2,3,1,2,4,5,0.151351351351351,0.267857142857143
"2JH5_895","1YPG_UIR","P00734",3.828,28,1,8,3,6,1,11,7,34,3,7,7,5,2,7,5,9,2,0,2,0,0,1,1,0,0,2,3,0.116751269035533,0.195652173913043
"2JH5_895","1C5O_BAM","P00734",3.209,28,1,8,3,6,1,11,7,9,4,2,1,0,2,2,1,5,1,0,1,0,1,0,0,0,1,0,1,0.0508474576271186,0.0598290598290598
"2JH5_895","2ZF0_51U","P00734",6.145,28,1,8,3,6,1,11,7,27,3,5,3,3,2,5,7,14,5,0,5,1,2,2,3,1,2,4,5,0.128654970760234,0.191358024691358
"2JH5_895","1AE8_AZL","P00734",6.805,28,1,8,3,6,1,11,7,30,5,9,2,6,4,9,13,12,5,0,5,1,2,2,2,1,2,4,4,0.116022099447514,0.286624203821656
"2JH5_895","2C8Z_C2A","P00734",2.593,28,1,8,3,6,1,11,7,9,2,1,1,1,1,2,1,6,0,0,1,0,0,0,0,0,0,1,0,0.0683760683760684,0.0775862068965517
"2JH5_895","1ZGI_382","P00734",8.468,28,1,8,3,6,1,11,7,32,2,8,5,8,2,10,7,11,2,0,2,0,1,0,2,0,1,3,5,0.08,0.107692307692308
"2JH5_895","1BCU_PRL","P00734",0.794,28,1,8,3,6,1,11,7,16,4,3,3,3,2,3,0,9,2,0,2,1,1,0,2,1,1,3,0,0.0469798657718121,0.0540540540540541
"2JH5_895","6EO9_2OJ","P00734",10.721,28,1,8,3,6,1,11,7,59,1,17,5,17,1,19,22,10,3,0,3,0,1,2,2,0,1,2,5,0.128301886792453,0.196
"2JH5_895","6EO8_2FN","P00734",8.361,28,1,8,3,6,1,11,7,47,5,13,5,13,5,15,14,10,3,0,3,0,1,2,2,0,1,2,5,0.134199134199134,0.212962962962963
"2JH5_895","1MU8_CDB","P00734",6.233,28,1,8,3,6,1,11,7,32,4,8,3,5,2,11,8,13,3,0,3,0,1,1,3,0,1,3,6,0.077720207253886,0.124324324324324
"2JH5_895","1BHX_R56","P00734",7.458,28,1,8,3,6,1,11,7,31,6,10,3,6,5,12,10,18,7,0,8,1,2,4,4,1,2,6,6,0.15819209039548,0.29746835443038
"2JH5_895","3SI3_B03","P00734",6.52,28,1,8,3,6,1,11,7,26,3,6,3,4,2,6,7,14,5,0,5,1,2,2,3,1,2,4,7,0.117647058823529,0.217948717948718
"2JH5_895","1D4P_BPP","P00734",10.004,28,1,8,3,6,1,11,7,27,4,5,4,2,2,5,5,9,3,0,3,1,0,1,2,1,0,2,2,0.115606936416185,0.237179487179487
"2JH5_895","2ZDA_32U","P00734",7.64,28,1,8,3,6,1,11,7,29,7,7,3,3,4,7,8,14,5,0,5,1,2,2,3,1,2,4,5,0.119318181818182,0.186746987951807
"2JH5_895","4LOY_6XS","P00734",6.668,28,1,8,3,6,1,11,7,39,2,10,4,7,2,15,9,16,6,0,7,1,1,3,4,1,1,6,6,0.218085106382979,0.308571428571428
"2JH5_895","1D3P_BT3","P00734",10.859,28,1,8,3,6,1,11,7,39,1,6,6,7,1,7,11,9,2,0,2,0,0,1,2,0,0,2,4,0.0900900900900901,0.136150234741784
"2JH5_895","3QX5_02P","P00734",6.495,28,1,8,3,6,1,11,7,28,3,6,3,3,2,7,7,14,5,0,5,1,2,2,3,1,2,4,5,0.13953488372093,0.202453987730061
"2JH5_895","1AFE_ALZ","P00734",1.952,28,1,8,3,6,1,11,7,24,4,7,2,5,3,7,10,10,4,0,4,0,1,2,2,0,1,3,2,0.102409638554217,0.211920529801325
"2JH5_895","3SHC_B01","P00734",6.905,28,1,8,3,6,1,11,7,27,3,6,3,4,2,7,7,14,5,0,5,1,2,2,3,1,2,4,7,0.135294117647059,0.221518987341772
"2JH5_895","2ZGB_21U","P00734",2.424,28,1,8,3,6,1,11,7,24,3,5,2,3,2,6,7,14,5,0,5,1,2,2,3,1,2,4,7,0.155844155844156,0.271428571428571
"2JH5_895","3DHK_23U","P00734",6.964,28,1,8,3,6,1,11,7,33,3,5,4,3,2,6,8,14,5,0,5,1,2,2,3,1,2,4,5,0.119791666666667,0.174863387978142
"2JH5_895","1YPE_UIP","P00734",4.037,28,1,8,3,6,1,11,7,33,3,7,6,5,2,7,5,9,2,0,2,0,0,1,1,0,0,2,3,0.11340206185567,0.186813186813187
"2JH5_895","1NZQ_162","P00734",7.544,28,1,8,3,6,1,11,7,33,6,10,3,7,5,10,11,14,5,0,5,1,2,2,4,1,2,4,6,0.12972972972973,0.208092485549133
"2JH5_895","1K21_IGN","P00734",7.884,28,1,8,3,6,1,11,7,31,7,10,2,5,6,10,13,14,5,0,5,1,2,2,3,1,2,4,6,0.0967741935483871,0.192982456140351
"2JH5_895","4UD9_FQI","P00734",0.738,28,1,8,3,6,1,11,7,9,2,2,1,2,1,4,1,7,0,1,2,0,0,1,1,0,0,1,1,0.150943396226415,0.207920792079208
"2JH5_895","1OYT_FSN","P00734",7.45,28,1,8,3,6,1,11,7,30,4,6,5,3,2,7,4,9,2,0,2,1,0,0,1,1,0,3,1,0.110497237569061,0.189349112426035
"2JH5_895","2ZDV_37U","P00734",2.349,28,1,8,3,6,1,11,7,27,3,5,3,3,2,6,7,14,5,0,5,1,2,2,3,1,2,4,7,0.122093023255814,0.198757763975155
"2JH5_895","4UDW_N6L","P00734",2.466,28,1,8,3,6,1,11,7,28,3,5,3,3,2,7,7,14,5,0,5,1,2,2,3,1,2,4,7,0.132947976878613,0.195121951219512
"2JH5_895","1GHV_120","P00734",8.343,28,1,8,3,6,1,11,7,19,6,6,3,2,4,6,2,9,2,0,2,0,1,0,1,0,1,3,1,0.0649350649350649,0.0649350649350649
"2JH5_895","3SI4_B04","P00734",6.054,28,1,8,3,6,1,11,7,27,3,6,3,3,2,6,7,14,5,0,5,1,2,2,3,1,2,4,5,0.122093023255814,0.191358024691358
"2JH5_895","1GHW_BMZ","P00734",6.927,28,1,8,3,6,1,11,7,19,6,5,3,2,4,5,2,9,2,0,2,0,1,0,1,0,1,3,1,0.0512820512820513,0.0580645161290323
"2JH5_895","1MU6_CDA","P00734",4.396,28,1,8,3,6,1,11,7,31,2,8,3,7,2,11,8,14,4,0,4,1,1,1,4,1,1,4,6,0.0789473684210526,0.126373626373626
"2JH5_895","1RIW_OSC","P00734",10.693,28,1,8,3,6,1,11,7,45,7,11,5,6,6,11,13,15,4,0,4,0,1,2,2,0,1,3,8,0.11304347826087,0.196261682242991
"2JH5_895","1O0D_163","P00734",7.021,28,1,8,3,6,1,11,7,33,6,10,3,7,5,10,11,14,5,0,5,1,2,2,4,1,2,4,6,0.135869565217391,0.208092485549133
"2JH5_895","1WBG_L03","P00734",1.992,28,1,8,3,6,1,11,7,14,1,3,2,3,1,5,2,6,1,0,1,0,1,0,0,0,1,1,1,0.0746268656716418,0.0827067669172932
"2JH5_895","2CN0_F25","P00734",4.004,28,1,8,3,6,1,11,7,32,4,5,5,4,2,8,5,9,2,0,2,0,0,1,1,0,0,2,3,0.101604278074866,0.170454545454545
"2JH5_895","2ZFP_19U","P00734",6.776,28,1,8,3,6,1,11,7,22,3,5,2,3,2,6,6,14,5,0,5,1,2,2,3,1,2,4,6,0.154362416107383,0.255474452554744
"2JH5_895","6ROT_KDQ","P00734",7.595,28,1,8,3,6,1,11,7,32,3,8,3,5,3,10,10,18,7,0,8,1,2,4,4,1,2,6,8,0.14207650273224,0.229411764705882
"2JH5_895","3P17_99P","P00734",5.613,28,1,8,3,6,1,11,7,26,3,6,3,4,2,6,7,14,5,0,5,1,2,2,3,1,2,4,7,0.117647058823529,0.20253164556962
"2JH5_895","5AFY_WCE","P00734",2.322,28,1,8,3,6,1,11,7,10,2,2,1,1,1,3,1,6,2,0,2,0,1,1,1,0,1,0,1,0.0948275862068966,0.104347826086957
"2JH5_895","1SB1_165","P00734",7.958,28,1,8,3,6,1,11,7,39,4,9,5,7,3,11,10,18,7,0,8,1,2,4,4,1,2,6,7,0.14975845410628,0.265957446808511
"2JH5_895","3SHA_P97","P00734",4.438,28,1,8,3,6,1,11,7,27,3,6,3,4,2,7,7,14,5,0,5,1,2,2,3,1,2,4,7,0.135294117647059,0.213836477987421
"2JH5_895","1D3D_BZT","P00734",11.464,28,1,8,3,6,1,11,7,38,1,4,6,5,1,6,9,9,2,0,2,0,0,1,2,0,0,2,4,0.0921658986175115,0.133971291866029
"2JH5_895","2UUK_897","P00734",10.321,28,1,8,3,6,1,11,7,33,2,7,2,5,2,7,12,10,3,0,3,1,1,1,1,1,1,3,5,0.0785340314136126,0.226190476190476
"2JH5_895","2UUJ_896","P00734",6.783,28,1,8,3,6,1,11,7,26,1,5,2,4,1,5,9,9,2,0,2,0,0,1,1,0,0,2,4,0.0823529411764706,0.171974522292994
"2JH5_895","3SV2_P05","P00734",6.945,28,1,8,3,6,1,11,7,26,3,6,3,4,2,6,7,14,5,0,5,1,2,2,3,1,2,4,7,0.117647058823529,0.20253164556962
"2JH5_895","2JH6_894","P00734",1.682,28,1,8,3,6,1,11,7,28,1,8,3,6,1,11,8,21,8,2,9,1,1,5,5,1,1,6,6,0.641025641025641,0.777777777777778
"2JH5_895","3DA9_44U","P00734",5.122,28,1,8,3,6,1,11,7,28,3,5,3,3,2,5,8,14,5,0,5,1,2,2,3,1,2,4,5,0.120689655172414,0.211180124223602
"2JH5_895","3QTV_06P","P00734",6.435,28,1,8,3,6,1,11,7,27,3,6,3,3,2,6,7,14,5,0,5,1,2,2,3,1,2,4,5,0.12280701754386,0.192546583850932
"1O0D_163","3QTO_10P","P00734",0.732,33,6,10,3,7,5,10,11,27,3,6,3,3,2,6,7,24,5,2,5,2,2,4,3,2,2,8,7,0.186440677966102,0.228070175438597
"1O0D_163","1K22_MEL","P00734",0.852,33,6,10,3,7,5,10,11,31,6,9,3,5,5,9,10,29,9,0,9,5,5,6,5,5,5,11,10,0.339506172839506,0.418300653594771
"1O0D_163","3QWC_98P","P00734",0.307,33,6,10,3,7,5,10,11,28,3,6,3,3,2,7,7,24,5,2,5,2,2,4,3,2,2,8,7,0.189944134078212,0.224137931034483
"1O0D_163","1Z71_L17","P00734",6.876,33,6,10,3,7,5,10,11,33,2,7,3,4,2,11,8,14,2,0,2,0,1,2,1,0,1,5,4,0.101941747572816,0.123762376237624
"1O0D_163","4YES_45S","P00734",7.113,33,6,10,3,7,5,10,11,26,4,6,3,3,3,7,6,22,3,1,3,1,2,2,0,1,2,8,6,0.179190751445087,0.221556886227545
"1O0D_163","1TA2_176","P00734",1.513,33,6,10,3,7,5,10,11,34,3,5,4,3,2,7,8,25,5,2,5,2,2,4,3,2,2,9,7,0.157635467980296,0.192893401015228
"1O0D_163","3DUX_64U","P00734",1.368,33,6,10,3,7,5,10,11,27,3,5,3,3,2,6,7,25,5,2,5,2,2,4,3,2,2,9,7,0.280487804878049,0.320754716981132
"1O0D_163","1W7G_MIU","P00734",7.971,33,6,10,3,7,5,10,11,34,7,10,2,6,4,14,13,16,4,0,4,2,1,3,2,2,1,8,9,0.153061224489796,0.21505376344086
"1O0D_163","3F68_91U","P00734",1.412,33,6,10,3,7,5,10,11,30,2,6,3,3,2,7,8,27,5,2,5,2,2,4,2,2,2,11,8,0.319277108433735,0.288235294117647
"1O0D_163","2ZC9_22U","P00734",1.099,33,6,10,3,7,5,10,11,27,3,5,3,3,2,6,7,25,5,2,5,2,2,4,3,2,2,9,7,0.186440677966102,0.22093023255814
"1O0D_163","2C8W_C7M","P00734",5.635,33,6,10,3,7,5,10,11,37,6,10,4,8,5,12,12,10,1,0,1,0,1,1,0,0,1,4,5,0.0990990990990991,0.14018691588785
"1O0D_163","1TA6_177","P00734",7.874,33,6,10,3,7,5,10,11,33,4,8,3,5,3,9,10,24,5,1,5,2,2,4,3,2,2,9,6,0.236559139784946,0.263736263736264
"1O0D_163","2ZF0_51U","P00734",0.792,33,6,10,3,7,5,10,11,27,3,5,3,3,2,5,7,25,5,2,5,2,2,4,3,2,2,9,7,0.193181818181818,0.228070175438597
"1O0D_163","2C8Z_C2A","P00734",4.431,33,6,10,3,7,5,10,11,9,2,1,1,1,1,2,1,8,1,0,1,0,1,1,1,0,1,4,1,0.083969465648855,0.0923076923076923
"1O0D_163","1ZGI_382","P00734",8.71,33,6,10,3,7,5,10,11,32,2,8,5,8,2,10,7,21,2,0,2,1,1,1,2,1,1,8,6,0.120192307692308,0.153465346534653
"1O0D_163","2C8X_C5M","P00734",4.89,33,6,10,3,7,5,10,11,35,3,6,3,5,3,8,11,14,1,0,1,0,1,1,1,0,1,5,5,0.114832535885167,0.165
"1O0D_163","1BCU_PRL","P00734",2.178,33,6,10,3,7,5,10,11,16,4,3,3,3,2,3,0,14,3,0,3,1,2,2,3,1,2,4,0,0.0745341614906832,0.0880503144654088
"1O0D_163","1C5N_ESI","P00734",5.937,33,6,10,3,7,5,10,11,13,4,2,2,1,2,4,1,10,1,1,1,0,1,1,0,0,1,4,1,0.0902777777777778,0.121428571428571
"1O0D_163","6EO8_2FN","P00734",1.709,33,6,10,3,7,5,10,11,47,5,13,5,13,5,15,14,12,2,0,2,1,1,1,1,1,1,4,2,0.120481927710843,0.167364016736402
"1O0D_163","1MU8_CDB","P00734",9.829,33,6,10,3,7,5,10,11,32,4,8,3,5,2,11,8,20,6,0,6,2,2,5,5,2,2,8,7,0.119402985074627,0.171875
"1O0D_163","3SI3_B03","P00734",1.189,33,6,10,3,7,5,10,11,26,3,6,3,4,2,6,7,26,6,2,6,2,2,5,4,2,2,8,7,0.182857142857143,0.269938650306749
"1O0D_163","4UFG_D6J","P00734",4.497,33,6,10,3,7,5,10,11,39,5,9,3,5,4,10,14,27,7,1,7,4,4,5,3,4,4,9,11,0.166666666666667,0.200980392156863
"1O0D_163","1D4P_BPP","P00734",12.005,33,6,10,3,7,5,10,11,27,4,5,4,2,2,5,5,15,2,0,2,1,0,1,1,1,0,5,4,0.147540983606557,0.206896551724138
"1O0D_163","2ZDA_32U","P00734",1.606,33,6,10,3,7,5,10,11,29,7,7,3,3,4,7,8,26,6,2,6,3,3,4,3,3,3,9,8,0.195530726256983,0.236994219653179
"1O0D_163","1YPK_CCR","P00734",7.486,33,6,10,3,7,5,10,11,42,6,12,3,7,5,13,13,19,3,1,3,1,1,3,1,1,1,8,6,0.231527093596059,0.288659793814433
"1O0D_163","1NT1_T76","P00734",6.795,33,6,10,3,7,5,10,11,35,3,9,4,5,3,10,1,26,5,1,5,2,2,4,2,2,2,11,1,0.126168224299065,0.235897435897436
"1O0D_163","3QX5_02P","P00734",2.227,33,6,10,3,7,5,10,11,28,3,6,3,3,2,7,7,25,5,2,5,2,2,4,3,2,2,9,7,0.189944134078212,0.224137931034483
"1O0D_163","1SL3_170","P00734",5.971,33,6,10,3,7,5,10,11,37,2,12,4,10,2,16,9,19,5,0,5,2,2,4,4,2,2,9,7,0.114155251141553,0.134883720930233
"1O0D_163","1AFE_ALZ","P00734",2.503,33,6,10,3,7,5,10,11,24,4,7,2,5,3,7,10,10,4,1,4,1,1,3,2,1,1,2,2,0.162790697674419,0.242236024844721
"1O0D_163","1ZGV_501","P00734",7.445,33,6,10,3,7,5,10,11,24,2,6,3,6,2,7,6,9,1,0,1,0,1,1,1,0,1,4,4,0.0869565217391304,0.136363636363636
"1O0D_163","3SHC_B01","P00734",0.99,33,6,10,3,7,5,10,11,27,3,6,3,4,2,7,7,26,6,2,6,2,2,5,4,2,2,8,7,0.186440677966102,0.25
"1O0D_163","2ZGB_21U","P00734",3.209,33,6,10,3,7,5,10,11,24,3,5,2,3,2,6,7,22,5,1,5,2,2,4,3,2,2,9,7,0.189024390243902,0.266233766233766
"1O0D_163","3DHK_23U","P00734",1.093,33,6,10,3,7,5,10,11,33,3,5,4,3,2,6,8,25,5,2,5,2,2,4,3,2,2,9,7,0.16,0.195876288659794
"1O0D_163","1NZQ_162","P00734",7.379,33,6,10,3,7,5,10,11,33,6,10,3,7,5,10,11,29,8,2,8,3,4,6,5,3,4,10,11,0.751937984496124,0.793650793650794
"1O0D_163","1K21_IGN","P00734",0.804,33,6,10,3,7,5,10,11,31,7,10,2,5,6,10,13,26,7,1,7,3,3,5,4,3,3,10,11,0.372670807453416,0.339393939393939
"1O0D_163","4UD9_FQI","P00734",3.899,33,6,10,3,7,5,10,11,9,2,2,1,2,1,4,1,7,2,0,2,1,1,1,1,1,1,1,1,0.0859375,0.112
"1O0D_163","2C93_C4M","P00734",7.292,33,6,10,3,7,5,10,11,27,4,6,2,5,3,7,8,10,1,1,1,1,1,1,1,1,1,4,3,0.10989010989011,0.181286549707602
"1O0D_163","2ZDV_37U","P00734",1.264,33,6,10,3,7,5,10,11,27,3,5,3,3,2,6,7,25,5,2,5,2,2,4,3,2,2,9,7,0.186440677966102,0.22093023255814
"1O0D_163","4UDW_N6L","P00734",2.2,33,6,10,3,7,5,10,11,28,3,5,3,3,2,7,7,25,5,2,5,2,2,4,3,2,2,9,7,0.183333333333333,0.217142857142857
"1O0D_163","3SI4_B04","P00734",1.598,33,6,10,3,7,5,10,11,27,3,6,3,3,2,6,7,25,5,2,5,2,2,4,3,2,2,9,7,0.186440677966102,0.228070175438597
"1O0D_163","1MU6_CDA","P00734",6.117,33,6,10,3,7,5,10,11,31,2,8,3,7,2,11,8,20,6,0,6,2,2,5,5,2,2,9,7,0.121212121212121,0.18716577540107
"1O0D_163","1RIW_OSC","P00734",7.166,33,6,10,3,7,5,10,11,45,7,11,5,6,6,11,13,26,6,2,6,3,3,4,3,3,3,10,10,0.202643171806167,0.197368421052632
"1O0D_163","5AFZ_UET","P00734",5.554,33,6,10,3,7,5,10,11,36,6,9,3,5,5,10,12,24,7,1,7,4,5,5,3,4,5,9,9,0.172413793103448,0.172413793103448
"1O0D_163","2ZFP_19U","P00734",1.009,33,6,10,3,7,5,10,11,22,3,5,2,3,2,6,6,20,5,1,5,2,2,4,3,2,2,9,6,0.19620253164557,0.251655629139073
"1O0D_163","6ROT_KDQ","P00734",4.413,33,6,10,3,7,5,10,11,32,3,8,3,5,3,10,10,18,5,1,5,2,2,4,2,2,2,7,6,0.183246073298429,0.221621621621622
"1O0D_163","1T4V_14A","P00734",8.052,33,6,10,3,7,5,10,11,27,4,7,2,4,3,8,12,14,2,0,2,0,0,2,1,0,0,5,5,0.162921348314607,0.269938650306749
"1O0D_163","2C8Y_C3M","P00734",7.164,33,6,10,3,7,5,10,11,26,4,5,3,4,3,6,7,10,1,1,1,1,1,1,1,1,1,4,3,0.106951871657754,0.143646408839779
"1O0D_163","3P17_99P","P00734",0.47,33,6,10,3,7,5,10,11,26,3,6,3,4,2,6,7,26,6,2,6,2,2,5,4,2,2,8,7,0.182857142857143,0.246987951807229
"1O0D_163","5AFY_WCE","P00734",3.162,33,6,10,3,7,5,10,11,10,2,2,1,1,1,3,1,9,2,0,2,0,1,2,1,0,1,4,1,0.107692307692308,0.116279069767442
"1O0D_163","1SB1_165","P00734",3.482,33,6,10,3,7,5,10,11,39,4,9,5,7,3,11,10,25,5,2,5,2,2,4,2,2,2,9,7,0.25615763546798,0.25615763546798
"1O0D_163","3EGK_M18","P00734",5.887,33,6,10,3,7,5,10,11,28,1,7,2,5,1,8,10,12,4,0,4,1,1,3,2,1,1,4,4,0.180790960451977,0.222222222222222
"1O0D_163","3SHA_P97","P00734",1.551,33,6,10,3,7,5,10,11,27,3,6,3,4,2,7,7,26,6,2,6,2,2,5,4,2,2,8,7,0.186440677966102,0.235294117647059
"1O0D_163","1D3D_BZT","P00734",8.923,33,6,10,3,7,5,10,11,38,1,4,6,5,1,6,9,14,1,1,1,0,0,1,1,0,0,4,4,0.109170305676856,0.139013452914798
"1O0D_163","2UUK_897","P00734",6.078,33,6,10,3,7,5,10,11,33,2,7,2,5,2,7,12,15,2,0,2,0,0,2,1,0,0,5,5,0.115,0.225274725274725
"1O0D_163","3SV2_P05","P00734",0.327,33,6,10,3,7,5,10,11,26,3,6,3,4,2,6,7,23,5,2,5,2,2,4,3,2,2,8,7,0.182857142857143,0.239520958083832
"1O0D_163","1AIX_T19","P00734",3.497,33,6,10,3,7,5,10,11,42,4,9,4,7,4,10,13,23,5,2,5,2,2,4,3,2,2,9,8,0.188073394495413,0.233333333333333
"1O0D_163","3DA9_44U","P00734",0.863,33,6,10,3,7,5,10,11,28,3,5,3,3,2,5,8,22,5,2,5,2,2,4,3,2,2,8,7,0.177777777777778,0.232558139534884
"1O0D_163","1A4W_QWE","P00734",8.49,33,6,10,3,7,5,10,11,42,6,11,4,7,4,13,15,17,2,0,2,1,1,1,0,1,1,6,11,0.191780821917808,0.248803827751196
"1O0D_163","3QTV_06P","P00734",0.492,33,6,10,3,7,5,10,11,27,3,6,3,3,2,6,7,23,5,2,5,2,2,4,3,2,2,8,7,0.1875,0.229411764705882
"1KTS_C24","3QTO_10P","P00734",4.72,37,4,10,4,8,3,10,12,27,3,6,3,3,2,6,7,18,3,0,3,1,2,3,1,1,2,4,7,0.152284263959391,0.220430107526882
"1KTS_C24","1C1V_BAB","P00734",5.428,37,4,10,4,8,3,10,12,25,11,8,4,1,6,8,4,12,3,2,3,0,2,2,1,0,2,3,2,0.157894736842105,0.176470588235294
"1KTS_C24","3C1K_T15","P00734",8.291,37,4,10,4,8,3,10,12,38,3,11,3,8,3,12,11,16,3,0,3,1,1,3,2,1,1,4,4,0.171945701357466,0.227488151658768
"1KTS_C24","1C1U_BAI","P00734",7.542,37,4,10,4,8,3,10,12,22,5,6,4,3,4,6,3,12,3,2,3,0,2,2,1,0,2,3,2,0.211428571428571,0.239766081871345
"1KTS_C24","1K22_MEL","P00734",1.559,37,4,10,4,8,3,10,12,31,6,9,3,5,5,9,10,18,3,0,3,1,2,2,0,1,2,5,7,0.164179104477612,0.212435233160622
"1KTS_C24","1ZRB_062","P00734",8.857,37,4,10,4,8,3,10,12,35,4,8,5,5,3,9,6,19,3,0,3,1,2,2,1,1,2,6,6,0.17351598173516,0.241545893719807
"1KTS_C24","3QWC_98P","P00734",6.261,37,4,10,4,8,3,10,12,28,3,6,3,3,2,7,7,18,3,0,3,1,2,3,1,1,2,4,7,0.15,0.204188481675393
"1KTS_C24","1MUE_CDD","P00734",7.902,37,4,10,4,8,3,10,12,32,2,8,3,6,2,12,8,14,3,0,3,1,1,3,2,1,1,3,4,0.163461538461538,0.203980099502488
"1KTS_C24","1Z71_L17","P00734",10.896,37,4,10,4,8,3,10,12,33,2,7,3,4,2,11,8,14,2,0,2,0,1,1,1,0,1,3,4,0.156398104265403,0.201970443349754
"1KTS_C24","4YES_45S","P00734",8.296,37,4,10,4,8,3,10,12,26,4,6,3,3,3,7,6,20,4,0,4,1,2,3,1,1,2,6,5,0.145077720207254,0.201086956521739
"1KTS_C24","5AF9_SJR","P00734",9.21,37,4,10,4,8,3,10,12,17,1,4,2,3,1,4,3,15,3,2,3,0,1,2,2,0,1,3,2,0.219354838709677,0.211538461538462
"1KTS_C24","1TA2_176","P00734",6.436,37,4,10,4,8,3,10,12,34,3,5,4,3,2,7,8,19,3,0,3,1,2,3,1,1,2,4,7,0.172093023255814,0.253731343283582
"1KTS_C24","1WAY_L02","P00734",6.52,37,4,10,4,8,3,10,12,18,2,3,3,2,2,4,2,11,2,0,2,0,1,1,2,0,1,4,2,0.0828729281767956,0.13953488372093
"1KTS_C24","1KTT_C02","P00734",1.677,37,4,10,4,8,3,10,12,30,4,7,4,5,3,8,6,15,3,0,3,0,1,2,2,0,1,4,3,0.358381502890173,0.374269005847953
"1KTS_C24","2JH5_895","P00734",6.375,37,4,10,4,8,3,10,12,28,1,8,3,6,1,11,7,11,2,0,2,1,0,2,0,1,0,3,3,0.0660377358490566,0.153061224489796
"1KTS_C24","3DUX_64U","P00734",7.523,37,4,10,4,8,3,10,12,27,3,5,3,3,2,6,7,19,3,0,3,1,2,3,1,1,2,4,7,0.107317073170732,0.152284263959391
"1KTS_C24","1W7G_MIU","P00734",7.071,37,4,10,4,8,3,10,12,34,7,10,2,6,4,14,13,15,4,0,4,1,1,3,2,1,1,5,10,0.104545454545455,0.173913043478261
