"logrmsd","template_HeavyAtomCount","template_NHOHCount","template_NOCount","template_RingCount","template_NumHAcceptors","template_NumHDonors","template_NumHeteroAtoms","template_NumRotatableBonds","docked_HeavyAtomCount","docked_NHOHCount","docked_NOCount","docked_RingCount","docked_NumHAcceptors","docked_NumHDonors","docked_NumHeteroAtoms","docked_NumRotatableBonds","mcs_HeavyAtomCount","mcs_NOCount","mcs_RingCount","mcs_NumHeteroAtoms","mcs_template_NHOHCount","mcs_docked_NHOHCount","mcs_template_NumHAcceptors","mcs_docked_NumHAcceptors","mcs_template_NumHDonors","mcs_docked_NumHDonors","mcs_template_NumRotatableBonds","mcs_docked_NumRotatableBonds","ec_tanimoto_similarity","fc_tanimoto_similarity"
1.91618704760311,33,6,10,3,7,5,10,11,35,3,9,4,5,3,10,1,26,5,1,5,2,2,4,2,2,2,11,1,0.126168224299065,0.235897435897436
0.800655388275231,33,6,10,3,7,5,10,11,28,3,6,3,3,2,7,7,25,5,2,5,2,2,4,3,2,2,9,7,0.189944134078212,0.224137931034483
1.78691441756486,33,6,10,3,7,5,10,11,37,2,12,4,10,2,16,9,19,5,0,5,2,2,4,4,2,2,9,7,0.114155251141553,0.134883720930233
0.917490012449637,33,6,10,3,7,5,10,11,24,4,7,2,5,3,7,10,10,4,1,4,1,1,3,2,1,1,2,2,0.162790697674419,0.242236024844721
2.00754266613597,33,6,10,3,7,5,10,11,24,2,6,3,6,2,7,6,9,1,0,1,0,1,1,1,0,1,4,4,0.0869565217391304,0.136363636363636
-0.0100503358535015,33,6,10,3,7,5,10,11,27,3,6,3,4,2,7,7,26,6,2,6,2,2,5,4,2,2,8,7,0.186440677966102,0.25
1.16595936212772,33,6,10,3,7,5,10,11,24,3,5,2,3,2,6,7,22,5,1,5,2,2,4,3,2,2,9,7,0.189024390243902,0.266233766233766
0.0889262091944015,33,6,10,3,7,5,10,11,33,3,5,4,3,2,6,8,25,5,2,5,2,2,4,3,2,2,9,7,0.16,0.195876288659794
1.99863812807623,33,6,10,3,7,5,10,11,33,6,10,3,7,5,10,11,29,8,2,8,3,4,6,5,3,4,10,11,0.751937984496124,0.793650793650794
-0.218156009803171,33,6,10,3,7,5,10,11,31,7,10,2,5,6,10,13,26,7,1,7,3,3,5,4,3,3,10,11,0.372670807453416,0.339393939393939
1.36072011000046,33,6,10,3,7,5,10,11,9,2,2,1,2,1,4,1,7,2,0,2,1,1,1,1,1,1,1,1,0.0859375,0.112
1.98677785681642,33,6,10,3,7,5,10,11,27,4,6,2,5,3,7,8,10,1,1,1,1,1,1,1,1,1,4,3,0.10989010989011,0.181286549707602
0.234281295724666,33,6,10,3,7,5,10,11,27,3,5,3,3,2,6,7,25,5,2,5,2,2,4,3,2,2,9,7,0.186440677966102,0.22093023255814
0.78845736036427,33,6,10,3,7,5,10,11,28,3,5,3,3,2,7,7,25,5,2,5,2,2,4,3,2,2,9,7,0.183333333333333,0.217142857142857
0.468752847344083,33,6,10,3,7,5,10,11,27,3,6,3,3,2,6,7,25,5,2,5,2,2,4,3,2,2,9,7,0.186440677966102,0.228070175438597
1.81107178026043,33,6,10,3,7,5,10,11,31,2,8,3,7,2,11,8,20,6,0,6,2,2,5,5,2,2,9,7,0.121212121212121,0.18716577540107
1.96934761888276,33,6,10,3,7,5,10,11,45,7,11,5,6,6,11,13,26,6,2,6,3,3,4,3,3,3,10,10,0.202643171806167,0.197368421052632
1.71451838888461,33,6,10,3,7,5,10,11,36,6,9,3,5,5,10,12,24,7,1,7,4,5,5,3,4,5,9,9,0.172413793103448,0.172413793103448
0.0089597413714718,33,6,10,3,7,5,10,11,22,3,5,2,3,2,6,6,20,5,1,5,2,2,4,3,2,2,9,6,0.19620253164557,0.251655629139073
1.48455473028741,33,6,10,3,7,5,10,11,32,3,8,3,5,3,10,10,18,5,1,5,2,2,4,2,2,2,7,6,0.183246073298429,0.221621621621622
2.08592050777755,33,6,10,3,7,5,10,11,27,4,7,2,4,3,8,12,14,2,0,2,0,0,2,1,0,0,5,5,0.162921348314607,0.269938650306749
1.96906848419847,33,6,10,3,7,5,10,11,26,4,5,3,4,3,6,7,10,1,1,1,1,1,1,1,1,1,4,3,0.106951871657754,0.143646408839779
-0.755022584278033,33,6,10,3,7,5,10,11,26,3,6,3,4,2,6,7,26,6,2,6,2,2,5,4,2,2,8,7,0.182857142857143,0.246987951807229
1.15120473878728,33,6,10,3,7,5,10,11,10,2,2,1,1,1,3,1,9,2,0,2,0,1,2,1,0,1,4,1,0.107692307692308,0.116279069767442
1.247606841346,33,6,10,3,7,5,10,11,39,4,9,5,7,3,11,10,25,5,2,5,2,2,4,2,2,2,9,7,0.25615763546798,0.25615763546798
1.77274653004612,33,6,10,3,7,5,10,11,28,1,7,2,5,1,8,10,12,4,0,4,1,1,3,2,1,1,4,4,0.180790960451977,0.222222222222222
0.438899884194402,33,6,10,3,7,5,10,11,27,3,6,3,4,2,7,7,26,6,2,6,2,2,5,4,2,2,8,7,0.186440677966102,0.235294117647059
2.18863221291801,33,6,10,3,7,5,10,11,38,1,4,6,5,1,6,9,14,1,1,1,0,0,1,1,0,0,4,4,0.109170305676856,0.139013452914798
1.8046756944946,33,6,10,3,7,5,10,11,33,2,7,2,5,2,7,12,15,2,0,2,0,0,2,1,0,0,5,5,0.115,0.225274725274725
-1.11779510808488,33,6,10,3,7,5,10,11,26,3,6,3,4,2,6,7,23,5,2,5,2,2,4,3,2,2,8,7,0.182857142857143,0.239520958083832
1.25190545808124,33,6,10,3,7,5,10,11,42,4,9,4,7,4,10,13,23,5,2,5,2,2,4,3,2,2,9,8,0.188073394495413,0.233333333333333
-0.147340587898709,33,6,10,3,7,5,10,11,28,3,5,3,3,2,5,8,22,5,2,5,2,2,4,3,2,2,8,7,0.177777777777778,0.232558139534884
2.13888900032326,33,6,10,3,7,5,10,11,42,6,11,4,7,4,13,15,17,2,0,2,1,1,1,0,1,1,6,11,0.191780821917808,0.248803827751196
-0.709276562489829,33,6,10,3,7,5,10,11,27,3,6,3,3,2,6,7,23,5,2,5,2,2,4,3,2,2,8,7,0.1875,0.229411764705882
1.55180879959746,37,4,10,4,8,3,10,12,27,3,6,3,3,2,6,7,18,3,0,3,1,2,3,1,1,2,4,7,0.152284263959391,0.220430107526882
1.69157074197262,37,4,10,4,8,3,10,12,25,11,8,4,1,6,8,4,12,3,2,3,0,2,2,1,0,2,3,2,0.157894736842105,0.176470588235294
2.11517058913408,37,4,10,4,8,3,10,12,38,3,11,3,8,3,12,11,16,3,0,3,1,1,3,2,1,1,4,4,0.171945701357466,0.227488151658768
2.02048739883617,37,4,10,4,8,3,10,12,22,5,6,4,3,4,6,3,12,3,2,3,0,2,2,1,0,2,3,2,0.211428571428571,0.239766081871345
0.444044590075639,37,4,10,4,8,3,10,12,31,6,9,3,5,5,9,10,18,3,0,3,1,2,2,0,1,2,5,7,0.164179104477612,0.212435233160622
2.18120810682745,37,4,10,4,8,3,10,12,35,4,8,5,5,3,9,6,19,3,0,3,1,2,2,1,1,2,6,6,0.17351598173516,0.241545893719807
1.83433991676317,37,4,10,4,8,3,10,12,28,3,6,3,3,2,7,7,18,3,0,3,1,2,3,1,1,2,4,7,0.15,0.204188481675393
2.0671158919892,37,4,10,4,8,3,10,12,32,2,8,3,6,2,12,8,14,3,0,3,1,1,3,2,1,1,3,4,0.163461538461538,0.203980099502488
2.38839574940716,37,4,10,4,8,3,10,12,33,2,7,3,4,2,11,8,14,2,0,2,0,1,1,1,0,1,3,4,0.156398104265403,0.201970443349754
2.11577347092723,37,4,10,4,8,3,10,12,26,4,6,3,3,3,7,6,20,4,0,4,1,2,3,1,1,2,6,5,0.145077720207254,0.201086956521739
